,0,1,2,3,4
1152,1,5,6,1,1
1153,1,4,6,0,1
1154,1,3,6,1,1
1155,1,2,6,0,1
1156,1,1,6,3,1
1157,1,0,6,2,1
1158,1,3,6,1,1
1159,1,2,6,0,1
1160,1,1,6,5,1
1161,1,0,6,4,1
1162,1,1,5,3,1
1163,1,0,4,2,1
1164,1,6,3,1,0
1165,0,6,2,0,1
1166,0,6,1,3,1
1167,0,6,0,2,1
1168,0,6,6,1,1
1169,0,6,6,0,1
1170,0,6,6,1,1
1171,0,6,6,0,1
1172,0,6,6,1,1
1173,0,6,6,0,1
1174,0,6,5,1,1
1175,0,6,4,0,1
1176,0,5,3,1,1
1177,0,4,2,0,1
1178,0,3,1,6,1
1179,0,2,0,6,1
1180,0,1,3,5,2
1181,1,0,2,4,2
1182,2,6,1,3,1
1183,2,6,0,2,1
1184,2,6,6,1,0
1185,1,6,6,0,0
1186,0,6,5,1,1
1187,0,6,4,0,1
1188,0,5,3,1,1
1189,0,4,2,0,1
1190,0,3,1,6,1
1191,0,2,0,6,1
1192,0,1,3,5,2
1193,1,0,2,4,2
1194,2,5,1,3,1
1195,2,4,0,2,1
1196,2,3,6,1,0
1197,1,2,6,0,1
1198,1,1,5,6,2
1199,2,0,4,6,1
1200,2,1,3,5,1
1201,2,0,2,4,1
1202,2,5,1,3,1
1203,2,4,0,2,1
1204,2,3,6,1,0
1205,1,2,6,0,1
1206,1,1,6,5,1
1207,1,0,6,4,1
1208,1,1,6,3,1
1209,1,0,6,2,1
1210,1,3,5,1,1
1211,1,2,4,0,1
1212,1,1,3,6,2
1213,2,0,2,6,1
1214,2,6,1,5,1
1215,2,6,0,4,1
1216,2,6,1,3,1
1217,2,6,0,2,1
1218,2,6,3,1,0
1219,1,6,2,0,0
1220,0,5,1,3,1
1221,0,4,0,2,1
1222,0,3,6,1,2
1223,1,2,6,0,1
1224,1,1,6,6,1
1225,1,0,6,6,1
1226,1,1,6,6,1
1227,1,0,6,6,1
1228,1,1,6,6,1
1229,1,0,6,6,1
1230,1,1,6,5,1
1231,1,0,6,4,1
1232,1,1,5,3,1
1233,1,0,4,2,1
1234,1,6,3,1,0
1235,0,6,2,0,1
1236,0,6,1,3,1
1237,0,6,0,2,1
1238,0,6,5,1,1
1239,0,6,4,0,1
1240,0,6,3,1,1
1241,0,6,2,0,1
1242,0,6,1,6,1
1243,0,6,0,6,1
1244,0,6,1,6,1
1245,0,6,0,6,1
1246,0,6,1,6,1
1247,0,6,0,6,1
1248,0,6,1,6,1
1249,0,6,0,6,1
1250,0,6,1,5,1
1251,0,6,0,4,1
1252,0,5,1,3,1
1253,0,4,0,2,1
1254,0,3,6,1,2
1255,1,2,6,0,1
1256,1,1,6,3,1
1257,1,0,6,2,1
1258,1,6,6,1,0
1259,0,6,6,0,1
1260,0,6,6,1,1
1261,0,6,6,0,1
1262,0,5,6,1,2
1263,1,4,6,0,1
1264,1,3,6,1,1
1265,1,2,6,0,1
1266,1,1,5,6,2
1267,2,0,4,6,1
1268,2,1,3,6,1
1269,2,0,2,6,1
1270,2,3,1,6,1
1271,2,2,0,6,1
1272,2,1,3,6,1
1273,2,0,2,6,1
1274,2,3,1,6,1
1275,2,2,0,6,1
1276,2,1,5,6,1
1277,2,0,4,6,1
1278,2,1,3,6,1
1279,2,0,2,6,1
1280,2,3,1,6,1
1281,2,2,0,6,1
1282,2,1,3,6,1
1283,2,0,2,6,1
1284,2,5,1,6,1
1285,2,4,0,6,1
1286,2,3,1,5,1
1287,2,2,0,4,1
1288,2,1,6,3,0
1289,1,0,6,2,1
1290,1,6,5,1,0
1291,0,6,4,0,1
1292,0,6,3,1,1
1293,0,6,2,0,1
1294,0,6,1,5,1
1295,0,6,0,4,1
1296,0,6,1,3,1
1297,0,6,0,2,1
1298,0,5,6,1,2
1299,1,4,6,0,1
1300,1,3,6,1,1
1301,1,2,6,0,1
1302,1,1,6,3,1
1303,1,0,6,2,1
1304,1,6,5,1,0
1305,0,6,4,0,1
1306,0,5,3,1,1
1307,0,4,2,0,1
1308,0,3,1,6,1
1309,0,2,0,6,1
1310,0,1,5,6,2
1311,1,0,4,6,2
1312,2,1,3,6,1
1313,2,0,2,6,1
1314,2,3,1,6,1
1315,2,2,0,6,1
1316,2,1,6,6,0
1317,1,0,6,6,1
1318,1,1,5,6,2
1319,2,0,4,6,1
1320,2,1,3,6,1
1321,2,0,2,6,1
1322,2,5,1,6,1
1323,2,4,0,6,1
1324,2,3,1,6,1
1325,2,2,0,6,1
1326,2,1,6,5,0
1327,1,0,6,4,1
1328,1,1,5,3,1
1329,1,0,4,2,1
1330,1,6,3,1,0
1331,0,6,2,0,1
1332,0,6,1,5,1
1333,0,6,0,4,1
1334,0,6,1,3,1
1335,0,6,0,2,1
1336,0,5,3,1,1
1337,0,4,2,0,1
1338,0,3,1,5,1
1339,0,2,0,4,1
1340,0,1,5,3,2
1341,1,0,4,2,1
1342,1,6,3,1,0
1343,0,6,2,0,1
1344,0,5,1,6,1
1345,0,4,0,6,1
1346,0,3,1,5,1
1347,0,2,0,4,1
1348,0,1,5,3,2
1349,1,0,4,2,1
1350,1,6,3,1,0
1351,0,6,2,0,1
1352,0,6,1,3,1
1353,0,6,0,2,1
1354,0,6,6,1,1
1355,0,6,6,0,1
1356,0,5,6,1,2
1357,1,4,6,0,1
1358,1,3,6,1,1
1359,1,2,6,0,1
1360,1,1,6,3,1
1361,1,0,6,2,1
1362,1,5,6,1,1
1363,1,4,6,0,1
1364,1,3,5,1,1
1365,1,2,4,0,1
1366,1,1,3,5,2
1367,2,0,2,4,1
1368,2,6,1,3,1
1369,2,6,0,2,1
1370,2,6,3,1,0
1371,1,6,2,0,0
1372,0,5,1,3,1
1373,0,4,0,2,1
1374,0,3,5,1,2
1375,1,2,4,0,1
1376,1,1,3,5,2
1377,2,0,2,4,1
1378,2,6,1,3,1
1379,2,6,0,2,1
1380,2,6,3,1,0
1381,1,6,2,0,0
1382,0,6,1,3,1
1383,0,6,0,2,1
1384,0,6,6,1,1
1385,0,6,6,0,1
1386,0,5,6,1,2
1387,1,4,6,0,1
1388,1,3,6,1,1
1389,1,2,6,0,1
1390,1,1,5,6,2
1391,2,0,4,6,1
1392,2,1,3,6,1
1393,2,0,2,6,1
1394,2,5,1,6,1
1395,2,4,0,6,1
1396,2,3,1,6,1
1397,2,2,0,6,1
1398,2,1,3,6,1
1399,2,0,2,6,1
1400,2,6,1,5,1
1401,2,6,0,4,1
1402,2,6,1,3,1
1403,2,6,0,2,1
1404,2,5,3,1,0
1405,1,4,2,0,0
1406,0,3,1,5,1
1407,0,2,0,4,1
1408,0,1,6,3,2
1409,1,0,6,2,1
1410,1,3,6,1,1
1411,1,2,6,0,1
1412,1,1,6,3,1
1413,1,0,6,2,1
1414,1,3,5,1,1
1415,1,2,4,0,1
1416,1,1,3,6,2
1417,2,0,2,6,1
1418,2,3,1,5,1
1419,2,2,0,4,1
1420,2,1,5,3,0
1421,1,0,4,2,1
1422,1,5,3,1,0
1423,0,4,2,0,1
1424,0,3,1,5,1
1425,0,2,0,4,1
1426,0,1,5,3,2
1427,1,0,4,2,1
1428,1,6,3,1,0
1429,0,6,2,0,1
1430,0,6,1,5,1
1431,0,6,0,4,1
1432,0,5,1,3,1
1433,0,4,0,2,1
1434,0,3,6,1,2
1435,1,2,6,0,1
1436,1,1,5,6,2
1437,2,0,4,6,1
1438,2,1,3,5,1
1439,2,0,2,4,1
1440,2,6,1,3,1
1441,2,6,0,2,1
1442,2,6,3,1,0
1443,1,6,2,0,0
1444,0,6,1,3,1
1445,0,6,0,2,1
1446,0,6,3,1,1
1447,0,6,2,0,1
1448,0,6,1,3,1
1449,0,6,0,2,1
1450,0,6,3,1,1
1451,0,6,2,0,1
1452,0,6,1,5,1
1453,0,6,0,4,1
1454,0,5,1,3,1
1455,0,4,0,2,1
1456,0,3,6,1,2
1457,1,2,6,0,1
1458,1,1,6,5,1
1459,1,0,6,4,1
1460,1,1,5,3,1
1461,1,0,4,2,1
1462,1,6,3,1,0
1463,0,6,2,0,1
1464,0,5,1,6,1
1465,0,4,0,6,1
1466,0,3,1,6,1
1467,0,2,0,6,1
1468,0,1,3,6,2
1469,1,0,2,6,2
1470,2,3,1,6,1
1471,2,2,0,6,1
1472,2,1,3,6,1
1473,2,0,2,6,1
1474,2,3,1,5,1
1475,2,2,0,4,1
1476,2,1,5,3,0
1477,1,0,4,2,1
1478,1,5,3,1,0
1479,0,4,2,0,1
1480,0,3,1,5,1
1481,0,2,0,4,1
1482,0,1,5,3,2
1483,1,0,4,2,1
1484,1,6,3,1,0
1485,0,6,2,0,1
1486,0,6,1,3,1
1487,0,6,0,2,1
1488,0,6,3,1,1
1489,0,6,2,0,1
1490,0,5,1,3,1
1491,0,4,0,2,1
1492,0,3,6,1,2
1493,1,2,6,0,1
1494,1,1,6,6,1
1495,1,0,6,6,1
1496,1,1,6,5,1
1497,1,0,6,4,1
1498,1,1,6,3,1
1499,1,0,6,2,1
1500,1,5,6,1,1
1501,1,4,6,0,1
1502,1,3,6,1,1
1503,1,2,6,0,1
1504,1,1,6,3,1
1505,1,0,6,2,1
1506,1,6,6,1,0
1507,0,6,6,0,1
1508,0,5,6,1,2
1509,1,4,6,0,1
1510,1,3,6,1,1
1511,1,2,6,0,1
1512,1,1,6,3,1
1513,1,0,6,2,1
1514,1,6,5,1,0
1515,0,6,4,0,1
1516,0,5,3,1,1
1517,0,4,2,0,1
1518,0,3,1,6,1
1519,0,2,0,6,1
1520,0,1,3,6,2
1521,1,0,2,6,2
1522,2,5,1,6,1
1523,2,4,0,6,1
1524,2,3,1,6,1
1525,2,2,0,6,1
1526,2,1,5,6,1
1527,2,0,4,6,1
1528,2,1,3,6,1
1529,2,0,2,6,1
1530,2,5,1,6,1
1531,2,4,0,6,1
1532,2,3,1,5,1
1533,2,2,0,4,1
1534,2,1,6,3,0
1535,1,0,6,2,1
1536,1,3,6,1,1
1537,1,2,6,0,1
1538,1,1,6,3,1
1539,1,0,6,2,1
1540,1,3,5,1,1
1541,1,2,4,0,1
1542,1,1,3,6,2
1543,2,0,2,6,1
1544,2,6,1,6,1
1545,2,6,0,6,1
1546,2,6,1,6,1
1547,2,6,0,6,1
1548,2,5,1,6,1
1549,2,4,0,6,1
1550,2,3,1,6,1
1551,2,2,0,6,1
1552,2,1,3,5,1
1553,2,0,2,4,1
1554,2,6,1,3,1
1555,2,6,0,2,1
1556,2,6,5,1,0
1557,1,6,4,0,0
1558,0,6,3,1,1
1559,0,6,2,0,1
1560,0,5,1,3,1
1561,0,4,0,2,1
1562,0,3,5,1,2
1563,1,2,4,0,1
1564,1,1,3,6,2
1565,2,0,2,6,1
1566,2,6,1,5,1
1567,2,6,0,4,1
1568,2,6,1,3,1
1569,2,6,0,2,1
1570,2,6,3,1,0
1571,1,6,2,0,0
1572,0,5,1,6,1
1573,0,4,0,6,1
1574,0,3,1,5,1
1575,0,2,0,4,1
1576,0,1,6,3,2
1577,1,0,6,2,1
1578,1,6,6,1,0
1579,0,6,6,0,1
1580,0,5,6,1,2
1581,1,4,6,0,1
1582,1,3,5,1,1
1583,1,2,4,0,1
1584,1,1,3,6,2
1585,2,0,2,6,1
1586,2,6,1,5,1
1587,2,6,0,4,1
1588,2,6,1,3,1
1589,2,6,0,2,1
1590,2,6,3,1,0
1591,1,6,2,0,0
1592,0,6,1,6,1
1593,0,6,0,6,1
1594,0,6,1,5,1
1595,0,6,0,4,1
1596,0,5,1,3,1
1597,0,4,0,2,1
1598,0,3,6,1,2
1599,1,2,6,0,1
1600,1,1,6,3,1
1601,1,0,6,2,1
1602,1,3,5,1,1
1603,1,2,4,0,1
1604,1,1,3,6,2
1605,2,0,2,6,1
1606,2,6,1,6,1
1607,2,6,0,6,1
1608,2,5,1,6,1
1609,2,4,0,6,1
1610,2,3,1,6,1
1611,2,2,0,6,1
1612,2,1,3,5,1
1613,2,0,2,4,1
1614,2,6,1,3,1
1615,2,6,0,2,1
1616,2,6,6,1,0
1617,1,6,6,0,0
1618,0,6,5,1,1
1619,0,6,4,0,1
1620,0,6,3,1,1
1621,0,6,2,0,1
1622,0,6,1,5,1
1623,0,6,0,4,1
1624,0,5,1,3,1
1625,0,4,0,2,1
1626,0,3,6,1,2
1627,1,2,6,0,1
1628,1,1,6,3,1
1629,1,0,6,2,1
1630,1,6,6,1,0
1631,0,6,6,0,1
1632,0,5,6,1,2
1633,1,4,6,0,1
1634,1,3,6,1,1
1635,1,2,6,0,1
1636,1,1,5,3,1
1637,1,0,4,2,1
1638,1,6,3,1,0
1639,0,6,2,0,1
1640,0,6,1,5,1
1641,0,6,0,4,1
1642,0,6,1,3,1
1643,0,6,0,2,1
1644,0,5,3,1,1
1645,0,4,2,0,1
1646,0,3,1,5,1
1647,0,2,0,4,1
1648,0,1,5,3,2
1649,1,0,4,2,1
1650,1,6,3,1,0
1651,0,6,2,0,1
1652,0,5,1,6,1
1653,0,4,0,6,1
1654,0,3,1,6,1
1655,0,2,0,6,1
1656,0,1,3,5,2
1657,1,0,2,4,2
1658,2,6,1,3,1
1659,2,6,0,2,1
1660,2,6,3,1,0
1661,1,6,2,0,0
1662,0,5,1,6,1
1663,0,4,0,6,1
1664,0,3,1,6,1
1665,0,2,0,6,1
1666,0,1,3,6,2
1667,1,0,2,6,2
1668,2,6,1,5,1
1669,2,6,0,4,1
1670,2,5,1,3,1
1671,2,4,0,2,1
1672,2,3,6,1,0
1673,1,2,6,0,1
1674,1,1,5,3,1
1675,1,0,4,2,1
1676,1,6,3,1,0
1677,0,6,2,0,1
1678,0,6,1,3,1
1679,0,6,0,2,1
1680,0,6,5,1,1
1681,0,6,4,0,1
1682,0,6,3,1,1
1683,0,6,2,0,1
1684,0,5,1,6,1
1685,0,4,0,6,1
1686,0,3,1,6,1
1687,0,2,0,6,1
1688,0,1,5,6,2
1689,1,0,4,6,2
1690,2,1,3,6,1
1691,2,0,2,6,1
1692,2,3,1,6,1
1693,2,2,0,6,1
1694,2,1,3,6,1
1695,2,0,2,6,1
1696,2,3,1,6,1
1697,2,2,0,6,1
1698,2,1,5,6,1
1699,2,0,4,6,1
1700,2,1,3,5,1
1701,2,0,2,4,1
1702,2,6,1,3,1
1703,2,6,0,2,1
1704,2,6,3,1,0
1705,1,6,2,0,0
1706,0,6,1,3,1
1707,0,6,0,2,1
1708,0,6,3,1,1
1709,0,6,2,0,1
1710,0,6,1,3,1
1711,0,6,0,2,1
1712,0,6,6,1,1
1713,0,6,6,0,1
1714,0,6,5,1,1
1715,0,6,4,0,1
1716,0,5,3,1,1
1717,0,4,2,0,1
1718,0,3,1,5,1
1719,0,2,0,4,1
1720,0,1,6,3,2
1721,1,0,6,2,1
1722,1,3,5,1,1
1723,1,2,4,0,1
1724,1,1,3,5,2
1725,2,0,2,4,1
1726,2,6,1,3,1
1727,2,6,0,2,1
1728,2,6,3,1,0
1729,1,6,2,0,0
1730,0,6,1,6,1
1731,0,6,0,6,1
1732,0,6,1,5,1
1733,0,6,0,4,1
1734,0,6,1,3,1
1735,0,6,0,2,1
1736,0,6,5,1,1
1737,0,6,4,0,1
1738,0,5,3,1,1
1739,0,4,2,0,1
1740,0,3,1,5,1
1741,0,2,0,4,1
1742,0,1,6,3,2
1743,1,0,6,2,1
1744,1,3,6,1,1
1745,1,2,6,0,1
1746,1,1,6,3,1
1747,1,0,6,2,1
1748,1,6,6,1,0
1749,0,6,6,0,1
1750,0,5,6,1,2
1751,1,4,6,0,1
1752,1,3,6,1,1
1753,1,2,6,0,1
1754,1,1,6,5,1
1755,1,0,6,4,1
1756,1,1,6,3,1
1757,1,0,6,2,1
1758,1,3,6,1,1
1759,1,2,6,0,1
1760,1,1,6,3,1
1761,1,0,6,2,1
1762,1,6,6,1,0
1763,0,6,6,0,1
1764,0,5,6,1,2
1765,1,4,6,0,1
1766,1,3,6,1,1
1767,1,2,6,0,1
1768,1,1,6,3,1
1769,1,0,6,2,1
1770,1,3,6,1,1
1771,1,2,6,0,1
1772,1,1,6,5,1
1773,1,0,6,4,1
1774,1,1,6,3,1
1775,1,0,6,2,1
1776,1,3,6,1,1
1777,1,2,6,0,1
1778,1,1,6,6,1
1779,1,0,6,6,1
1780,1,1,5,6,2
1781,2,0,4,6,1
1782,2,1,3,6,1
1783,2,0,2,6,1
1784,2,3,1,5,1
1785,2,2,0,4,1
1786,2,1,6,3,0
1787,1,0,6,2,1
1788,1,5,6,1,1
1789,1,4,6,0,1
1790,1,3,6,1,1
1791,1,2,6,0,1
1792,1,1,6,3,1
1793,1,0,6,2,1
1794,1,6,5,1,0
1795,0,6,4,0,1
1796,0,6,3,1,1
1797,0,6,2,0,1
1798,0,6,1,6,1
1799,0,6,0,6,1
1800,0,5,1,6,1
1801,0,4,0,6,1
1802,0,3,1,5,1
1803,0,2,0,4,1
1804,0,1,6,3,2
1805,1,0,6,2,1
1806,1,3,6,1,1
1807,1,2,6,0,1
1808,1,1,6,3,1
1809,1,0,6,2,1
1810,1,6,6,1,0
1811,0,6,6,0,1
1812,0,6,5,1,1
1813,0,6,4,0,1
1814,0,6,3,1,1
1815,0,6,2,0,1
1816,0,5,1,3,1
1817,0,4,0,2,1
1818,0,3,5,1,2
1819,1,2,4,0,1
1820,1,1,3,6,2
1821,2,0,2,6,1
1822,2,5,1,6,1
1823,2,4,0,6,1
1824,2,3,1,5,1
1825,2,2,0,4,1
1826,2,1,6,3,0
1827,1,0,6,2,1
1828,1,3,6,1,1
1829,1,2,6,0,1
1830,1,1,6,6,1
1831,1,0,6,6,1
1832,1,1,5,6,2
1833,2,0,4,6,1
1834,2,1,3,6,1
1835,2,0,2,6,1
1836,2,5,1,6,1
1837,2,4,0,6,1
1838,2,3,1,5,1
1839,2,2,0,4,1
1840,2,1,6,3,0
1841,1,0,6,2,1
1842,1,5,6,1,1
1843,1,4,6,0,1
1844,1,3,6,1,1
1845,1,2,6,0,1
1846,1,1,6,6,1
1847,1,0,6,6,1
1848,1,1,5,6,2
1849,2,0,4,6,1
1850,2,1,3,6,1
1851,2,0,2,6,1
1852,2,3,1,5,1
1853,2,2,0,4,1
1854,2,1,6,3,0
1855,1,0,6,2,1
1856,1,3,6,1,1
1857,1,2,6,0,1
1858,1,1,6,5,1
1859,1,0,6,4,1
1860,1,1,6,3,1
1861,1,0,6,2,1
1862,1,3,6,1,1
1863,1,2,6,0,1
1864,1,1,6,5,1
1865,1,0,6,4,1
1866,1,1,6,3,1
1867,1,0,6,2,1
1868,1,3,6,1,1
1869,1,2,6,0,1
1870,1,1,6,3,1
1871,1,0,6,2,1
1872,1,6,5,1,0
1873,0,6,4,0,1
1874,0,6,3,1,1
1875,0,6,2,0,1
1876,0,5,1,6,1
1877,0,4,0,6,1
1878,0,3,1,5,1
1879,0,2,0,4,1
1880,0,1,6,3,2
1881,1,0,6,2,1
1882,1,5,6,1,1
1883,1,4,6,0,1
1884,1,3,5,1,1
1885,1,2,4,0,1
1886,1,1,3,5,2
1887,2,0,2,4,1
1888,2,5,1,3,1
1889,2,4,0,2,1
1890,2,3,6,1,0
1891,1,2,6,0,1
1892,1,1,6,6,1
1893,1,0,6,6,1
1894,1,1,6,5,1
1895,1,0,6,4,1
1896,1,1,5,3,1
1897,1,0,4,2,1
1898,1,6,3,1,0
1899,0,6,2,0,1
1900,0,6,1,3,1
1901,0,6,0,2,1
1902,0,6,5,1,1
1903,0,6,4,0,1
1904,0,6,3,1,1
1905,0,6,2,0,1
1906,0,5,1,3,1
1907,0,4,0,2,1
1908,0,3,6,1,2
1909,1,2,6,0,1
1910,1,1,6,6,1
1911,1,0,6,6,1
1912,1,1,5,6,2
1913,2,0,4,6,1
1914,2,1,3,6,1
1915,2,0,2,6,1
1916,2,5,1,6,1
1917,2,4,0,6,1
1918,2,3,1,6,1
1919,2,2,0,6,1
1920,2,1,3,6,1
1921,2,0,2,6,1
1922,2,5,1,6,1
1923,2,4,0,6,1
1924,2,3,1,6,1
1925,2,2,0,6,1
1926,2,1,3,6,1
1927,2,0,2,6,1
1928,2,5,1,6,1
1929,2,4,0,6,1
1930,2,3,1,6,1
1931,2,2,0,6,1
1932,2,1,6,5,0
1933,1,0,6,4,1
1934,1,1,6,3,1
1935,1,0,6,2,1
1936,1,3,5,1,1
1937,1,2,4,0,1
1938,1,1,3,6,2
1939,2,0,2,6,1
1940,2,3,1,5,1
1941,2,2,0,4,1
1942,2,1,6,3,0
1943,1,0,6,2,1
1944,1,6,6,1,0
1945,0,6,6,0,1
1946,0,6,6,1,1
1947,0,6,6,0,1
1948,0,5,6,1,2
1949,1,4,6,0,1
1950,1,3,5,1,1
1951,1,2,4,0,1
1952,1,1,3,6,2
1953,2,0,2,6,1
1954,2,3,1,5,1
1955,2,2,0,4,1
1956,2,1,6,3,0
1957,1,0,6,2,1
1958,1,5,6,1,1
1959,1,4,6,0,1
1960,1,3,6,1,1
1961,1,2,6,0,1
1962,1,1,6,5,1
1963,1,0,6,4,1
1964,1,1,6,3,1
1965,1,0,6,2,1
1966,1,5,6,1,1
1967,1,4,6,0,1
1968,1,3,6,1,1
1969,1,2,6,0,1
1970,1,1,5,3,1
1971,1,0,4,2,1
1972,1,6,3,1,0
1973,0,6,2,0,1
1974,0,6,1,6,1
1975,0,6,0,6,1
1976,0,5,1,6,1
1977,0,4,0,6,1
1978,0,3,1,5,1
1979,0,2,0,4,1
1980,0,1,5,3,2
1981,1,0,4,2,1
1982,1,5,3,1,0
1983,0,4,2,0,1
1984,0,3,1,6,1
1985,0,2,0,6,1
1986,0,1,6,5,2
1987,1,0,6,4,1
1988,1,1,6,3,1
1989,1,0,6,2,1
1990,1,3,5,1,1
1991,1,2,4,0,1
1992,1,1,3,6,2
1993,2,0,2,6,1
1994,2,3,1,5,1
1995,2,2,0,4,1
1996,2,1,6,3,0
1997,1,0,6,2,1
1998,1,5,6,1,1
1999,1,4,6,0,1
2000,1,3,6,1,1
2001,1,2,6,0,1
2002,1,1,5,3,1
2003,1,0,4,2,1
2004,1,6,3,1,0
2005,0,6,2,0,1
2006,0,6,1,3,1
2007,0,6,0,2,1
2008,0,6,6,1,1
2009,0,6,6,0,1
2010,0,5,6,1,2
2011,1,4,6,0,1
2012,1,3,6,1,1
2013,1,2,6,0,1
2014,1,1,6,3,1
2015,1,0,6,2,1
2016,1,5,6,1,1
2017,1,4,6,0,1
2018,1,3,6,1,1
2019,1,2,6,0,1
2020,1,1,5,3,1
2021,1,0,4,2,1
2022,1,6,3,1,0
2023,0,6,2,0,1
2024,0,5,1,6,1
2025,0,4,0,6,1
2026,0,3,1,6,1
2027,0,2,0,6,1
2028,0,1,5,6,2
2029,1,0,4,6,2
2030,2,1,3,5,1
2031,2,0,2,4,1
2032,2,6,1,3,1
2033,2,6,0,2,1
2034,2,6,6,1,0
2035,1,6,6,0,0
2036,0,6,6,1,1
2037,0,6,6,0,1
2038,0,5,6,1,2
2039,1,4,6,0,1
2040,1,3,6,1,1
2041,1,2,6,0,1
2042,1,1,6,6,1
2043,1,0,6,6,1
2044,1,1,5,6,2
2045,2,0,4,6,1
2046,2,1,3,5,1
2047,2,0,2,4,1
2048,2,6,1,3,1
2049,2,6,0,2,1
2050,2,6,3,1,0
2051,1,6,2,0,0
2052,0,5,1,3,1
2053,0,4,0,2,1
2054,0,3,5,1,2
2055,1,2,4,0,1
2056,1,1,3,5,2
2057,2,0,2,4,1
2058,2,5,1,3,1
2059,2,4,0,2,1
2060,2,3,6,1,0
2061,1,2,6,0,1
2062,1,1,5,6,2
2063,2,0,4,6,1
2064,2,1,3,6,1
2065,2,0,2,6,1
2066,2,5,1,6,1
2067,2,4,0,6,1
2068,2,3,1,6,1
2069,2,2,0,6,1
2070,2,1,3,5,1
2071,2,0,2,4,1
2072,2,5,1,3,1
2073,2,4,0,2,1
2074,2,3,6,1,0
2075,1,2,6,0,1
2076,1,1,5,3,1
2077,1,0,4,2,1
2078,1,5,3,1,0
2079,0,4,2,0,1
2080,0,3,1,6,1
2081,0,2,0,6,1
2082,0,1,3,6,2
2083,1,0,2,6,2
2084,2,5,1,6,1
2085,2,4,0,6,1
2086,2,3,1,5,1
2087,2,2,0,4,1
2088,2,1,5,3,0
2089,1,0,4,2,1
2090,1,6,3,1,0
2091,0,6,2,0,1
2092,0,6,1,6,1
2093,0,6,0,6,1
2094,0,5,1,6,1
2095,0,4,0,6,1
2096,0,3,1,5,1
2097,0,2,0,4,1
2098,0,1,5,3,2
2099,1,0,4,2,1
2100,1,6,3,1,0
2101,0,6,2,0,1
2102,0,6,1,5,1
2103,0,6,0,4,1
2104,0,6,1,3,1
2105,0,6,0,2,1
2106,0,6,3,1,1
2107,0,6,2,0,1
2108,0,6,1,3,1
2109,0,6,0,2,1
2110,0,6,5,1,1
2111,0,6,4,0,1
2112,0,6,3,1,1
2113,0,6,2,0,1
2114,0,6,1,6,1
2115,0,6,0,6,1
2116,0,5,1,6,1
2117,0,4,0,6,1
2118,0,3,1,6,1
2119,0,2,0,6,1
2120,0,1,3,6,2
2121,1,0,2,6,2
2122,2,3,1,5,1
2123,2,2,0,4,1
2124,2,1,5,3,0
2125,1,0,4,2,1
2126,1,5,3,1,0
2127,0,4,2,0,1
2128,0,3,1,6,1
2129,0,2,0,6,1
2130,0,1,6,6,2
2131,1,0,6,6,1
2132,1,1,6,5,1
2133,1,0,6,4,1
2134,1,1,6,3,1
2135,1,0,6,2,1
2136,1,6,5,1,0
2137,0,6,4,0,1
2138,0,6,3,1,1
2139,0,6,2,0,1
2140,0,5,1,6,1
2141,0,4,0,6,1
2142,0,3,1,6,1
2143,0,2,0,6,1
2144,0,1,6,6,2
2145,1,0,6,6,1
2146,1,1,6,5,1
2147,1,0,6,4,1
2148,1,1,6,3,1
2149,1,0,6,2,1
2150,1,6,5,1,0
2151,0,6,4,0,1
2152,0,6,3,1,1
2153,0,6,2,0,1
2154,0,6,1,6,1
2155,0,6,0,6,1
2156,0,6,1,5,1
2157,0,6,0,4,1
2158,0,6,1,3,1
2159,0,6,0,2,1
2160,0,5,3,1,1
2161,0,4,2,0,1
2162,0,3,1,6,1
2163,0,2,0,6,1
2164,0,1,6,5,2
2165,1,0,6,4,1
2166,1,1,6,3,1
2167,1,0,6,2,1
2168,1,3,6,1,1
2169,1,2,6,0,1
2170,1,1,6,5,1
2171,1,0,6,4,1
2172,1,1,6,3,1
2173,1,0,6,2,1
2174,1,3,6,1,1
2175,1,2,6,0,1
2176,1,1,5,3,1
2177,1,0,4,2,1
2178,1,6,3,1,0
2179,0,6,2,0,1
2180,0,6,1,3,1
2181,0,6,0,2,1
2182,0,6,5,1,1
2183,0,6,4,0,1
2184,0,6,3,1,1
2185,0,6,2,0,1
2186,0,6,1,3,1
2187,0,6,0,2,1
2188,0,5,3,1,1
2189,0,4,2,0,1
2190,0,3,1,6,1
2191,0,2,0,6,1
2192,0,1,6,6,2
2193,1,0,6,6,1
2194,1,1,5,6,2
2195,2,0,4,6,1
2196,2,1,3,6,1
2197,2,0,2,6,1
2198,2,3,1,6,1
2199,2,2,0,6,1
2200,2,1,5,6,1
2201,2,0,4,6,1
2202,2,1,3,5,1
2203,2,0,2,4,1
2204,2,5,1,3,1
2205,2,4,0,2,1
2206,2,3,5,1,0
2207,1,2,4,0,1
2208,1,1,3,6,2
2209,2,0,2,6,1
2210,2,6,1,5,1
2211,2,6,0,4,1
2212,2,6,1,3,1
2213,2,6,0,2,1
2214,2,6,6,1,0
2215,1,6,6,0,0
2216,0,6,5,1,1
2217,0,6,4,0,1
2218,0,5,3,1,1
2219,0,4,2,0,1
2220,0,3,1,6,1
2221,0,2,0,6,1
2222,0,1,6,6,2
2223,1,0,6,6,1
2224,1,1,6,6,1
2225,1,0,6,6,1
2226,1,1,5,6,2
2227,2,0,4,6,1
