,0,1,2,3,4
5546,2,2,0,4,1
5547,2,1,7,3,0
5548,1,0,6,2,1
5549,1,3,5,1,1
5550,1,2,4,0,1
5551,1,1,3,7,2
5552,2,0,2,7,1
5553,2,7,1,7,1
5554,2,7,0,7,0
5555,1,7,1,7,0
5556,0,7,0,7,1
5557,0,7,1,7,1
5558,0,7,0,7,1
5559,0,7,1,7,1
5560,0,7,0,6,1
5561,0,7,1,5,1
5562,0,7,0,4,1
5563,0,7,1,3,1
5564,0,7,0,2,1
5565,0,7,5,1,1
5566,0,7,4,0,1
5567,0,7,3,1,1
5568,0,6,2,0,1
5569,0,5,1,7,1
5570,0,4,0,7,2
5571,1,3,1,7,2
5572,2,2,0,6,1
5573,2,1,7,5,0
5574,1,0,6,4,1
5575,1,1,5,3,1
5576,1,0,4,2,1
5577,1,7,3,1,0
5578,0,6,2,0,1
5579,0,5,1,3,1
5580,0,4,0,2,1
5581,0,3,5,1,2
5582,1,2,4,0,1
5583,1,1,3,7,2
5584,2,0,2,7,1
5585,2,7,1,7,1
5586,2,6,0,7,1
5587,2,5,1,7,1
5588,2,4,0,6,1
5589,2,3,1,5,1
5590,2,2,0,4,1
5591,2,1,5,3,0
5592,1,0,4,2,1
5593,1,7,3,1,0
5594,0,7,2,0,1
5595,0,7,1,3,1
5596,0,7,0,2,1
5597,0,7,5,1,1
5598,0,7,4,0,1
5599,0,7,3,1,1
5600,0,7,2,0,1
5601,0,7,1,3,1
5602,0,7,0,2,1
5603,0,7,3,1,1
5604,0,7,2,0,1
5605,0,7,1,7,1
5606,0,7,0,6,1
5607,0,7,1,5,1
5608,0,7,0,4,1
5609,0,7,1,3,1
5610,0,7,0,2,1
5611,0,7,3,1,1
5612,0,6,2,0,1
5613,0,5,1,7,1
5614,0,4,0,6,2
5615,1,3,1,5,2
5616,2,2,0,4,1
5617,2,1,5,3,0
5618,1,0,4,2,1
5619,1,7,3,1,0
5620,0,6,2,0,1
5621,0,5,1,7,1
5622,0,4,0,6,2
5623,1,3,1,5,2
5624,2,2,0,4,1
5625,2,1,7,3,0
5626,1,0,7,2,1
5627,1,3,7,1,1
5628,1,2,6,0,1
5629,1,1,5,7,2
5630,2,0,4,7,1
5631,2,1,3,7,1
5632,2,0,2,7,1
5633,2,3,1,7,1
5634,2,2,0,7,1
5635,2,1,5,7,1
5636,2,0,4,7,1
5637,2,1,3,7,1
5638,2,0,2,7,1
5639,2,5,1,7,1
5640,2,4,0,7,1
5641,2,3,1,7,1
5642,2,2,0,7,1
5643,2,1,7,7,0
5644,1,0,7,6,1
5645,1,1,7,5,1
5646,1,0,6,4,1
5647,1,1,5,3,1
5648,1,0,4,2,1
5649,1,7,3,1,0
5650,0,7,2,0,1
5651,0,7,1,3,1
5652,0,6,0,2,1
5653,0,5,3,1,1
5654,0,4,2,0,1
5655,0,3,1,7,1
5656,0,2,0,7,2
5657,1,1,5,7,2
5658,2,0,4,7,1
5659,2,1,3,7,1
5660,2,0,2,6,1
5661,2,3,1,5,1
5662,2,2,0,4,1
5663,2,1,5,3,0
5664,1,0,4,2,1
5665,1,5,3,1,0
5666,0,4,2,0,1
5667,0,3,1,7,1
5668,0,2,0,7,2
5669,1,1,3,7,2
5670,2,0,2,7,1
5671,2,3,1,7,1
5672,2,2,0,7,1
5673,2,1,3,7,1
5674,2,0,2,6,1
5675,2,7,1,5,1
5676,2,6,0,4,0
5677,1,5,1,3,0
5678,0,4,0,2,1
5679,0,3,7,1,2
5680,1,2,7,0,1
5681,1,1,7,3,1
5682,1,0,6,2,1
5683,1,7,5,1,0
5684,0,7,4,0,1
5685,0,7,3,1,1
5686,0,6,2,0,1
5687,0,5,1,7,1
5688,0,4,0,7,2
5689,1,3,1,7,2
5690,2,2,0,6,1
5691,2,1,3,5,1
5692,2,0,2,4,1
5693,2,7,1,3,1
5694,2,6,0,2,0
5695,1,5,3,1,0
5696,0,4,2,0,1
5697,0,3,1,5,1
5698,0,2,0,4,2
5699,1,1,7,3,1
5700,1,0,7,2,1
5701,1,3,7,1,1
5702,1,2,7,0,1
5703,1,1,7,7,1
5704,1,0,6,7,2
5705,2,1,5,7,1
5706,2,0,4,6,1
5707,2,1,3,5,1
5708,2,0,2,4,1
5709,2,7,1,3,1
5710,2,7,0,2,0
5711,1,7,3,1,0
5712,0,7,2,0,1
5713,0,7,1,5,1
5714,0,7,0,4,1
5715,0,7,1,3,1
5716,0,6,0,2,1
5717,0,5,3,1,1
5718,0,4,2,0,1
5719,0,3,1,7,1
5720,0,2,0,6,2
5721,1,1,7,5,1
5722,1,0,6,4,1
5723,1,1,5,3,1
5724,1,0,4,2,1
5725,1,5,3,1,0
5726,0,4,2,0,1
5727,0,3,1,7,1
5728,0,2,0,6,2
5729,1,1,7,5,1
5730,1,0,7,4,1
5731,1,1,7,3,1
5732,1,0,7,2,1
5733,1,7,7,1,0
5734,0,7,6,0,1
5735,0,7,5,1,1
5736,0,7,4,0,1
5737,0,7,3,1,1
5738,0,7,2,0,1
5739,0,7,1,7,1
5740,0,7,0,7,1
5741,0,7,1,7,1
5742,0,6,0,7,2
5743,1,5,1,7,2
5744,2,4,0,7,1
5745,2,3,1,7,1
5746,2,2,0,6,1
5747,2,1,3,5,1
5748,2,0,2,4,1
5749,2,7,1,3,1
5750,2,7,0,2,0
5751,1,7,5,1,0
5752,0,7,4,0,1
5753,0,7,3,1,1
5754,0,7,2,0,1
5755,0,7,1,3,1
5756,0,7,0,2,1
5757,0,7,3,1,1
5758,0,7,2,0,1
5759,0,7,1,5,1
5760,0,7,0,4,1
5761,0,7,1,3,1
5762,0,7,0,2,1
5763,0,7,3,1,1
5764,0,6,2,0,1
5765,0,5,1,3,1
5766,0,4,0,2,1
5767,0,3,7,1,2
5768,1,2,6,0,1
5769,1,1,5,3,1
5770,1,0,4,2,1
5771,1,5,3,1,0
5772,0,4,2,0,1
5773,0,3,1,7,1
5774,0,2,0,7,2
5775,1,1,3,7,2
5776,2,0,2,7,1
5777,2,5,1,7,1
5778,2,4,0,7,1
5779,2,3,1,7,1
5780,2,2,0,7,1
5781,2,1,3,7,1
5782,2,0,2,7,1
5783,2,3,1,7,1
5784,2,2,0,6,1
5785,2,1,7,5,0
5786,1,0,6,4,1
5787,1,1,5,3,1
5788,1,0,4,2,1
5789,1,5,3,1,0
5790,0,4,2,0,1
5791,0,3,1,5,1
5792,0,2,0,4,2
5793,1,1,7,3,1
5794,1,0,6,2,1
5795,1,3,5,1,1
5796,1,2,4,0,1
5797,1,1,3,7,2
5798,2,0,2,6,1
5799,2,3,1,5,1
5800,2,2,0,4,1
5801,2,1,7,3,0
5802,1,0,7,2,1
5803,1,5,7,1,1
5804,1,4,7,0,1
5805,1,3,7,1,1
5806,1,2,7,0,1
5807,1,1,7,3,1
5808,1,0,7,2,1
5809,1,3,7,1,1
5810,1,2,6,0,1
5811,1,1,5,7,2
5812,2,0,4,6,1
5813,2,1,3,5,1
5814,2,0,2,4,1
5815,2,5,1,3,1
5816,2,4,0,2,0
5817,1,3,7,1,1
5818,1,2,7,0,1
5819,1,1,7,3,1
5820,1,0,7,2,1
5821,1,3,7,1,1
5822,1,2,7,0,1
5823,1,1,7,5,1
5824,1,0,7,4,1
5825,1,1,7,3,1
5826,1,0,7,2,1
5827,1,3,7,1,1
5828,1,2,7,0,1
5829,1,1,7,7,1
5830,1,0,7,6,1
5831,1,1,7,5,1
5832,1,0,6,4,1
5833,1,1,5,3,1
5834,1,0,4,2,1
5835,1,5,3,1,0
5836,0,4,2,0,1
5837,0,3,1,7,1
5838,0,2,0,7,2
5839,1,1,7,7,1
5840,1,0,7,6,1
5841,1,1,7,5,1
5842,1,0,6,4,1
5843,1,1,5,3,1
5844,1,0,4,2,1
5845,1,7,3,1,0
5846,0,6,2,0,1
5847,0,5,1,3,1
5848,0,4,0,2,1
5849,0,3,5,1,2
5850,1,2,4,0,1
5851,1,1,3,7,2
5852,2,0,2,7,1
5853,2,5,1,7,1
5854,2,4,0,6,1
5855,2,3,1,5,1
5856,2,2,0,4,1
5857,2,1,7,3,0
5858,1,0,7,2,1
5859,1,3,7,1,1
5860,1,2,7,0,1
5861,1,1,7,7,1
5862,1,0,6,7,2
5863,2,1,5,7,1
5864,2,0,4,7,1
5865,2,1,3,7,1
5866,2,0,2,7,1
5867,2,5,1,7,1
5868,2,4,0,7,1
5869,2,3,1,7,1
5870,2,2,0,7,1
5871,2,1,7,7,0
5872,1,0,7,7,1
5873,1,1,7,7,1
5874,1,0,6,7,2
5875,2,1,5,7,1
5876,2,0,4,6,1
5877,2,1,3,5,1
5878,2,0,2,4,1
5879,2,7,1,3,1
5880,2,6,0,2,0
5881,1,5,3,1,0
5882,0,4,2,0,1
5883,0,3,1,5,1
5884,0,2,0,4,2
5885,1,1,5,3,1
5886,1,0,4,2,1
5887,1,5,3,1,0
5888,0,4,2,0,1
5889,0,3,1,5,1
5890,0,2,0,4,2
5891,1,1,7,3,1
5892,1,0,7,2,1
5893,1,7,7,1,0
5894,0,7,6,0,1
5895,0,7,5,1,1
5896,0,7,4,0,1
5897,0,7,3,1,1
5898,0,7,2,0,1
5899,0,7,1,5,1
5900,0,6,0,4,1
5901,0,5,1,3,1
5902,0,4,0,2,1
5903,0,3,5,1,2
5904,1,2,4,0,1
5905,1,1,3,7,2
5906,2,0,2,6,1
5907,2,3,1,5,1
5908,2,2,0,4,1
5909,2,1,7,3,0
5910,1,0,6,2,1
5911,1,7,5,1,0
5912,0,7,4,0,1
5913,0,7,3,1,1
5914,0,7,2,0,1
5915,0,7,1,3,1
5916,0,6,0,2,1
5917,0,5,3,1,1
5918,0,4,2,0,1
5919,0,3,1,5,1
5920,0,2,0,4,2
5921,1,1,7,3,1
5922,1,0,6,2,1
5923,1,3,5,1,1
5924,1,2,4,0,1
5925,1,1,3,7,2
5926,2,0,2,7,1
5927,2,7,1,7,1
5928,2,7,0,7,0
5929,1,7,1,7,0
5930,0,7,0,6,1
5931,0,7,1,5,1
5932,0,7,0,4,1
5933,0,7,1,3,1
5934,0,7,0,2,1
5935,0,7,3,1,1
5936,0,6,2,0,1
5937,0,5,1,3,1
5938,0,4,0,2,1
5939,0,3,7,1,2
5940,1,2,7,0,1
5941,1,1,7,3,1
5942,1,0,6,2,1
5943,1,7,5,1,0
5944,0,6,4,0,1
5945,0,5,3,1,1
5946,0,4,2,0,1
5947,0,3,1,5,1
5948,0,2,0,4,2
5949,1,1,5,3,1
5950,1,0,4,2,1
5951,1,5,3,1,0
5952,0,4,2,0,1
5953,0,3,1,5,1
5954,0,2,0,4,2
5955,1,1,7,3,1
5956,1,0,7,2,1
5957,1,7,7,1,0
5958,0,7,7,0,1
5959,0,7,7,1,1
5960,0,7,7,0,1
5961,0,7,7,1,1
5962,0,6,7,0,2
5963,1,5,7,1,1
5964,1,4,6,0,1
5965,1,3,5,1,1
5966,1,2,4,0,1
5967,1,1,3,5,2
5968,2,0,2,4,1
5969,2,7,1,3,1
5970,2,7,0,2,0
5971,1,7,3,1,0
5972,0,7,2,0,1
5973,0,7,1,5,1
5974,0,6,0,4,1
5975,0,5,1,3,1
5976,0,4,0,2,1
5977,0,3,7,1,2
5978,1,2,7,0,1
5979,1,1,7,3,1
5980,1,0,7,2,1
5981,1,3,7,1,1
5982,1,2,6,0,1
5983,1,1,5,3,1
5984,1,0,4,2,1
5985,1,5,3,1,0
5986,0,4,2,0,1
5987,0,3,1,5,1
5988,0,2,0,4,2
5989,1,1,5,3,1
5990,1,0,4,2,1
5991,1,7,3,1,0
5992,0,7,2,0,1
5993,0,7,1,5,1
5994,0,7,0,4,1
5995,0,7,1,3,1
5996,0,6,0,2,1
5997,0,5,7,1,2
5998,1,4,7,0,1
5999,1,3,7,1,1
6000,1,2,7,0,1
6001,1,1,7,5,1
6002,1,0,7,4,1
6003,1,1,7,3,1
6004,1,0,6,2,1
6005,1,7,5,1,0
6006,0,7,4,0,1
6007,0,7,3,1,1
6008,0,7,2,0,1
6009,0,7,1,3,1
6010,0,7,0,2,1
6011,0,7,7,1,1
6012,0,6,7,0,2
6013,1,5,7,1,1
6014,1,4,7,0,1
6015,1,3,7,1,1
6016,1,2,6,0,1
6017,1,1,5,3,1
6018,1,0,4,2,1
6019,1,5,3,1,0
6020,0,4,2,0,1
6021,0,3,1,7,1
6022,0,2,0,6,2
6023,1,1,7,5,1
6024,1,0,7,4,1
6025,1,1,7,3,1
6026,1,0,7,2,1
6027,1,5,7,1,1
6028,1,4,6,0,1
6029,1,3,5,1,1
6030,1,2,4,0,1
6031,1,1,3,5,2
6032,2,0,2,4,1
6033,2,5,1,3,1
6034,2,4,0,2,0
6035,1,3,5,1,1
6036,1,2,4,0,1
6037,1,1,3,7,2
6038,2,0,2,7,1
6039,2,3,1,7,1
6040,2,2,0,6,1
6041,2,1,7,5,0
6042,1,0,7,4,1
6043,1,1,7,3,1
6044,1,0,6,2,1
6045,1,7,5,1,0
6046,0,6,4,0,1
6047,0,5,3,1,1
6048,0,4,2,0,1
6049,0,3,1,7,1
6050,0,2,0,7,2
6051,1,1,3,7,2
6052,2,0,2,7,1
6053,2,5,1,7,1
6054,2,4,0,7,1
6055,2,3,1,7,1
6056,2,2,0,7,1
6057,2,1,5,7,1
6058,2,0,4,7,1
6059,2,1,3,7,1
6060,2,0,2,7,1
6061,2,3,1,7,1
6062,2,2,0,7,1
6063,2,1,7,7,0
6064,1,0,6,7,2
6065,2,1,5,7,1
6066,2,0,4,7,1
6067,2,1,3,7,1
6068,2,0,2,6,1
6069,2,3,1,5,1
6070,2,2,0,4,1
6071,2,1,7,3,0
6072,1,0,7,2,1
6073,1,7,7,1,0
6074,0,6,7,0,2
6075,1,5,7,1,1
6076,1,4,6,0,1
6077,1,3,5,1,1
6078,1,2,4,0,1
6079,1,1,3,7,2
6080,2,0,2,7,1
6081,2,7,1,7,1
6082,2,7,0,6,0
6083,1,7,1,5,0
6084,0,7,0,4,1
6085,0,7,1,3,1
6086,0,6,0,2,1
6087,0,5,7,1,2
6088,1,4,6,0,1
6089,1,3,5,1,1
6090,1,2,4,0,1
6091,1,1,3,5,2
6092,2,0,2,4,1
6093,2,7,1,3,1
6094,2,6,0,2,0
6095,1,5,7,1,1
6096,1,4,7,0,1
6097,1,3,7,1,1
6098,1,2,7,0,1
6099,1,1,7,7,1
6100,1,0,7,6,1
6101,1,1,7,5,1
6102,1,0,7,4,1
6103,1,1,7,3,1
6104,1,0,7,2,1
6105,1,3,7,1,1
6106,1,2,6,0,1
6107,1,1,5,7,2
6108,2,0,4,7,1
6109,2,1,3,7,1
6110,2,0,2,6,1
6111,2,3,1,5,1
6112,2,2,0,4,1
6113,2,1,7,3,0
6114,1,0,6,2,1
6115,1,3,5,1,1
6116,1,2,4,0,1
6117,1,1,3,7,2
6118,2,0,2,6,1
6119,2,7,1,5,1
6120,2,7,0,4,0
6121,1,7,1,3,0
6122,0,6,0,2,1
6123,0,5,7,1,2
6124,1,4,6,0,1
6125,1,3,5,1,1
6126,1,2,4,0,1
6127,1,1,3,7,2
6128,2,0,2,6,1
6129,2,7,1,5,1
6130,2,7,0,4,0
6131,1,7,1,3,0
6132,0,7,0,2,1
6133,0,7,3,1,1
6134,0,7,2,0,1
6135,0,7,1,5,1
6136,0,7,0,4,1
6137,0,7,1,3,1
6138,0,7,0,2,1
6139,0,7,7,1,1
6140,0,7,6,0,1
6141,0,7,5,1,1
6142,0,7,4,0,1
6143,0,7,3,1,1
6144,0,7,2,0,1
6145,0,7,1,3,1
6146,0,7,0,2,1
6147,0,7,3,1,1
6148,0,7,2,0,1
6149,0,7,1,5,1
6150,0,7,0,4,1
6151,0,7,1,3,1
6152,0,7,0,2,1
6153,0,7,3,1,1
6154,0,7,2,0,1
6155,0,7,1,7,1
6156,0,7,0,7,1
6157,0,7,1,7,1
6158,0,6,0,7,2
6159,1,5,1,7,2
6160,2,4,0,6,1
6161,2,3,1,5,1
6162,2,2,0,4,1
6163,2,1,5,3,0
6164,1,0,4,2,1
6165,1,5,3,1,0
6166,0,4,2,0,1
6167,0,3,1,7,1
6168,0,2,0,7,2
6169,1,1,5,7,2
6170,2,0,4,7,1
6171,2,1,3,7,1
6172,2,0,2,7,1
6173,2,3,1,7,1
6174,2,2,0,7,1
6175,2,1,5,7,1
6176,2,0,4,6,1
6177,2,1,3,5,1
6178,2,0,2,4,1
6179,2,7,1,3,1
6180,2,6,0,2,0
6181,1,5,7,1,1
6182,1,4,7,0,1
6183,1,3,7,1,1
6184,1,2,6,0,1
6185,1,1,5,3,1
6186,1,0,4,2,1
6187,1,7,3,1,0
6188,0,7,2,0,1
6189,0,7,1,7,1
6190,0,6,0,7,2
6191,1,5,1,7,2
6192,2,4,0,6,1
6193,2,3,1,5,1
6194,2,2,0,4,1
6195,2,1,7,3,0
6196,1,0,7,2,1
6197,1,5,7,1,1
6198,1,4,7,0,1
6199,1,3,7,1,1
6200,1,2,7,0,1
6201,1,1,7,3,1
6202,1,0,7,2,1
6203,1,3,7,1,1
6204,1,2,6,0,1
6205,1,1,5,3,1
6206,1,0,4,2,1
6207,1,7,3,1,0
6208,0,7,2,0,1
6209,0,7,1,3,1
6210,0,7,0,2,1
6211,0,7,7,1,1
6212,0,6,7,0,2
6213,1,5,7,1,1
6214,1,4,7,0,1
6215,1,3,7,1,1
6216,1,2,7,0,1
6217,1,1,7,3,1
6218,1,0,6,2,1
6219,1,7,5,1,0
6220,0,6,4,0,1
6221,0,5,3,1,1
6222,0,4,2,0,1
6223,0,3,1,7,1
6224,0,2,0,6,2
6225,1,1,3,5,2
6226,2,0,2,4,1
6227,2,7,1,3,1
6228,2,6,0,2,0
6229,1,5,7,1,1
6230,1,4,6,0,1
6231,1,3,5,1,1
6232,1,2,4,0,1
6233,1,1,3,7,2
6234,2,0,2,7,1
6235,2,5,1,7,1
6236,2,4,0,7,1
6237,2,3,1,7,1
6238,2,2,0,7,1
6239,2,1,3,7,1
6240,2,0,2,7,1
6241,2,3,1,7,1
6242,2,2,0,6,1
6243,2,1,7,5,0
6244,1,0,7,4,1
6245,1,1,7,3,1
6246,1,0,6,2,1
6247,1,3,5,1,1
6248,1,2,4,0,1
6249,1,1,3,7,2
6250,2,0,2,7,1
6251,2,3,1,7,1
6252,2,2,0,6,1
6253,2,1,7,5,0
6254,1,0,6,4,1
6255,1,1,5,3,1
6256,1,0,4,2,1
6257,1,7,3,1,0
6258,0,7,2,0,1
6259,0,7,1,3,1
6260,0,7,0,2,1
6261,0,7,3,1,1
6262,0,7,2,0,1
6263,0,7,1,7,1
6264,0,7,0,6,1
6265,0,7,1,5,1
6266,0,7,0,4,1
6267,0,7,1,3,1
6268,0,6,0,2,1
6269,0,5,3,1,1
6270,0,4,2,0,1
6271,0,3,1,7,1
6272,0,2,0,7,2
6273,1,1,3,7,2
6274,2,0,2,6,1
6275,2,7,1,5,1
6276,2,7,0,4,0
6277,1,7,1,3,0
6278,0,7,0,2,1
6279,0,7,3,1,1
6280,0,6,2,0,1
6281,0,5,1,7,1
6282,0,4,0,7,2
6283,1,3,1,7,2
6284,2,2,0,7,1
6285,2,1,3,7,1
6286,2,0,2,6,1
6287,2,3,1,5,1
6288,2,2,0,4,1
6289,2,1,7,3,0
6290,1,0,6,2,1
6291,1,3,5,1,1
6292,1,2,4,0,1
6293,1,1,3,7,2
6294,2,0,2,6,1
6295,2,7,1,5,1
6296,2,7,0,4,0
6297,1,7,1,3,0
6298,0,7,0,2,1
6299,0,7,5,1,1
6300,0,6,4,0,1
6301,0,5,3,1,1
6302,0,4,2,0,1
6303,0,3,1,7,1
6304,0,2,0,7,2
6305,1,1,3,7,2
6306,2,0,2,7,1
6307,2,3,1,7,1
6308,2,2,0,7,1
6309,2,1,3,7,1
6310,2,0,2,6,1
6311,2,7,1,5,1
6312,2,6,0,4,0
6313,1,5,1,3,0
6314,0,4,0,2,1
6315,0,3,7,1,2
6316,1,2,7,0,1
6317,1,1,7,3,1
6318,1,0,7,2,1
6319,1,3,7,1,1
6320,1,2,7,0,1
6321,1,1,7,3,1
6322,1,0,7,2,1
6323,1,7,7,1,0
6324,0,7,7,0,1
6325,0,7,7,1,1
6326,0,7,7,0,1
6327,0,7,7,1,1
6328,0,7,6,0,1
6329,0,7,5,1,1
6330,0,7,4,0,1
6331,0,7,3,1,1
6332,0,7,2,0,1
6333,0,7,1,5,1
6334,0,7,0,4,1
6335,0,7,1,3,1
6336,0,6,0,2,1
6337,0,5,3,1,1
6338,0,4,2,0,1
6339,0,3,1,7,1
6340,0,2,0,7,2
6341,1,1,5,7,2
6342,2,0,4,7,1
6343,2,1,3,7,1
6344,2,0,2,7,1
6345,2,7,1,7,1
6346,2,7,0,6,0
6347,1,7,1,5,0
6348,0,7,0,4,1
6349,0,7,1,3,1
6350,0,7,0,2,1
6351,0,7,3,1,1
6352,0,6,2,0,1
6353,0,5,1,3,1
6354,0,4,0,2,1
6355,0,3,5,1,2
6356,1,2,4,0,1
6357,1,1,3,5,2
6358,2,0,2,4,1
6359,2,5,1,3,1
6360,2,4,0,2,0
6361,1,3,5,1,1
6362,1,2,4,0,1
6363,1,1,3,7,2
6364,2,0,2,7,1
6365,2,3,1,7,1
6366,2,2,0,6,1
6367,2,1,3,5,1
6368,2,0,2,4,1
6369,2,7,1,3,1
6370,2,7,0,2,0
6371,1,7,3,1,0
6372,0,7,2,0,1
6373,0,7,1,7,1
6374,0,6,0,7,2
6375,1,5,1,7,2
6376,2,4,0,7,1
6377,2,3,1,7,1
6378,2,2,0,7,1
6379,2,1,3,7,1
6380,2,0,2,7,1
6381,2,3,1,7,1
6382,2,2,0,7,1
6383,2,1,7,7,0
6384,1,0,7,6,1
6385,1,1,7,5,1
6386,1,0,7,4,1
6387,1,1,7,3,1
6388,1,0,7,2,1
6389,1,3,7,1,1
6390,1,2,7,0,1
6391,1,1,7,7,1
6392,1,0,7,6,1
6393,1,1,7,5,1
6394,1,0,7,4,1
6395,1,1,7,3,1
6396,1,0,7,2,1
6397,1,5,7,1,1
6398,1,4,7,0,1
6399,1,3,7,1,1
6400,1,2,7,0,1
6401,1,1,7,3,1
6402,1,0,6,2,1
6403,1,7,5,1,0
6404,0,7,4,0,1
6405,0,7,3,1,1
6406,0,7,2,0,1
6407,0,7,1,3,1
6408,0,6,0,2,1
6409,0,5,7,1,2
6410,1,4,7,0,1
6411,1,3,7,1,1
6412,1,2,6,0,1
6413,1,1,5,7,2
6414,2,0,4,7,1
6415,2,1,3,7,1
6416,2,0,2,6,1
6417,2,7,1,5,1
6418,2,7,0,4,0
6419,1,7,1,3,0
6420,0,7,0,2,1
6421,0,7,3,1,1
6422,0,7,2,0,1
6423,0,7,1,5,1
6424,0,7,0,4,1
6425,0,7,1,3,1
6426,0,7,0,2,1
6427,0,7,7,1,1
6428,0,7,6,0,1
6429,0,7,5,1,1
6430,0,6,4,0,1
6431,0,5,3,1,1
6432,0,4,2,0,1
6433,0,3,1,7,1
6434,0,2,0,7,2
6435,1,1,5,7,2
6436,2,0,4,6,1
6437,2,1,3,5,1
6438,2,0,2,4,1
6439,2,7,1,3,1
6440,2,7,0,2,0
6441,1,7,5,1,0
6442,0,6,4,0,1
6443,0,5,3,1,1
6444,0,4,2,0,1
6445,0,3,1,7,1
6446,0,2,0,6,2
6447,1,1,3,5,2
6448,2,0,2,4,1
6449,2,7,1,3,1
6450,2,7,0,2,0
6451,1,7,3,1,0
6452,0,7,2,0,1
6453,0,7,1,3,1
6454,0,6,0,2,1
6455,0,5,7,1,2
6456,1,4,7,0,1
6457,1,3,7,1,1
6458,1,2,6,0,1
6459,1,1,5,3,1
6460,1,0,4,2,1
6461,1,5,3,1,0
6462,0,4,2,0,1
6463,0,3,1,5,1
6464,0,2,0,4,2
6465,1,1,7,3,1
6466,1,0,7,2,1
6467,1,5,7,1,1
6468,1,4,7,0,1
6469,1,3,7,1,1
6470,1,2,7,0,1
6471,1,1,7,5,1
6472,1,0,7,4,1
6473,1,1,7,3,1
6474,1,0,6,2,1
6475,1,7,5,1,0
6476,0,6,4,0,1
6477,0,5,3,1,1
6478,0,4,2,0,1
6479,0,3,1,7,1
6480,0,2,0,7,2
6481,1,1,3,7,2
6482,2,0,2,7,1
6483,2,5,1,7,1
6484,2,4,0,7,1
6485,2,3,1,7,1
6486,2,2,0,6,1
6487,2,1,7,5,0
6488,1,0,6,4,1
6489,1,1,5,3,1
6490,1,0,4,2,1
6491,1,5,3,1,0
6492,0,4,2,0,1
6493,0,3,1,7,1
6494,0,2,0,7,2
6495,1,1,7,7,1
6496,1,0,7,6,1
6497,1,1,7,5,1
6498,1,0,7,4,1
6499,1,1,7,3,1
6500,1,0,6,2,1
6501,1,3,5,1,1
6502,1,2,4,0,1
6503,1,1,3,7,2
6504,2,0,2,6,1
6505,2,7,1,5,1
6506,2,7,0,4,0
6507,1,7,1,3,0
6508,0,7,0,2,1
6509,0,7,3,1,1
6510,0,6,2,0,1
6511,0,5,1,7,1
6512,0,4,0,7,2
6513,1,3,1,7,2
6514,2,2,0,7,1
6515,2,1,7,7,0
6516,1,0,6,7,2
6517,2,1,5,7,1
6518,2,0,4,7,1
6519,2,1,3,7,1
6520,2,0,2,7,1
6521,2,7,1,7,1
6522,2,7,0,6,0
6523,1,7,1,5,0
6524,0,6,0,4,1
6525,0,5,1,3,1
6526,0,4,0,2,1
6527,0,3,7,1,2
6528,1,2,6,0,1
6529,1,1,5,7,2
6530,2,0,4,6,1
6531,2,1,3,5,1
6532,2,0,2,4,1
6533,2,7,1,3,1
6534,2,7,0,2,0
6535,1,7,7,1,0
6536,0,6,7,0,2
6537,1,5,7,1,1
6538,1,4,7,0,1
6539,1,3,7,1,1
6540,1,2,7,0,1
6541,1,1,7,3,1
6542,1,0,7,2,1
6543,1,3,7,1,1
6544,1,2,6,0,1
6545,1,1,5,7,2
6546,2,0,4,7,1
6547,2,1,3,7,1
6548,2,0,2,6,1
6549,2,3,1,5,1
6550,2,2,0,4,1
6551,2,1,5,3,0
6552,1,0,4,2,1
6553,1,5,3,1,0
6554,0,4,2,0,1
6555,0,3,1,7,1
6556,0,2,0,7,2
6557,1,1,3,7,2
6558,2,0,2,7,1
6559,2,5,1,7,1
6560,2,4,0,7,1
6561,2,3,1,7,1
6562,2,2,0,7,1
6563,2,1,3,7,1
6564,2,0,2,7,1
6565,2,7,1,7,1
6566,2,7,0,6,0
6567,1,7,1,5,0
6568,0,7,0,4,1
6569,0,7,1,3,1
6570,0,7,0,2,1
6571,0,7,7,1,1
6572,0,7,6,0,1
6573,0,7,5,1,1
6574,0,7,4,0,1
6575,0,7,3,1,1
6576,0,6,2,0,1
6577,0,5,1,7,1
6578,0,4,0,7,2
6579,1,3,1,7,2
6580,2,2,0,7,1
6581,2,1,7,7,0
6582,1,0,6,7,2
6583,2,1,5,7,1
6584,2,0,4,7,1
6585,2,1,3,7,1
6586,2,0,2,7,1
6587,2,5,1,7,1
6588,2,4,0,7,1
6589,2,3,1,7,1
6590,2,2,0,6,1
6591,2,1,3,5,1
6592,2,0,2,4,1
6593,2,7,1,3,1
6594,2,6,0,2,0
6595,1,5,7,1,1
6596,1,4,7,0,1
6597,1,3,7,1,1
6598,1,2,7,0,1
6599,1,1,7,5,1
6600,1,0,7,4,1
6601,1,1,7,3,1
6602,1,0,7,2,1
6603,1,3,7,1,1
6604,1,2,7,0,1
6605,1,1,7,5,1
6606,1,0,7,4,1
6607,1,1,7,3,1
6608,1,0,6,2,1
6609,1,7,5,1,0
6610,0,7,4,0,1
6611,0,7,3,1,1
6612,0,7,2,0,1
6613,0,7,1,7,1
6614,0,7,0,7,1
6615,0,7,1,7,1
6616,0,6,0,7,2
6617,1,5,1,7,2
6618,2,4,0,7,1
6619,2,3,1,7,1
6620,2,2,0,7,1
6621,2,1,3,7,1
